,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,developpeur_goo,distributeur_goo,langue_goo,PEGI_goo,game_series_goo,game_mode_goo,developpeur_wiki,langue_wiki,PEGI_wiki,game_mode_wiki,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,max_joueurs_JVC,Mode_JVC,Support_JVC,Langue_JVC
9637,Magic: The Gathering - Battlemage,PS,1997.0,Strategy,Acclaim Entertainment,0.07,0.05,0.0,0.01,0.12,,,,,,,,,,,--,(1),6,+12 ans,,Jouable en solo Multi sur le même écran,CD,Voix en français Voix en anglais
9638,The King of Fighters '94,NG,1994.0,Fighting,SNK,0.0,0.0,0.12,0.0,0.12,,,,,,Up to 2 players,,,,,--,(5),16.8,+12 ans,,Jouable en solo Multi en ligne,,
9639,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9640,Puzzle Quest 2,DS,2010.0,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,14,(9),15.2,+12 ans,2 joueurs en multi-cartes,,,
9641,All Kamen Rider: Rider Generation,DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,1p mode,,,,,--,(0),--,,,,Cartouche,
9642,The King of Fighters '98 Ultimate Match,PS2,2008.0,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01,0.12,,,,,,,,,,,18,(12),19.5,+12 ans,2 joueurs,,DVD,Voix en anglais Textes en anglais
9643,Onechanbara: Bikini Zombie Slayers,Wii,2008.0,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,9,(19),14,,,,DVD,
9644,Puzzle Quest: Challenge of the Warlords,PS2,2007.0,Puzzle,D3Publisher,0.06,0.05,0.0,0.02,0.12,,,,,,,,,,,--,(1),20,,,,,
9645,Angry Birds Star Wars,PSV,2013.0,Strategy,Activision,0.05,0.04,0.0,0.03,0.12,,,,,,,,,,,17,(66),16.9,+3 ans,,Jouable en solo,eShop PlayStation Store Facebook Xbox Live Arcade Google Play CD WiiWare Cartouche Online App Store Blu-Ray,Voix en anglais Textes en anglais
9646,Guardian's Crusade,PS,1998.0,Role-Playing,Activision,0.07,0.05,0.0,0.01,0.12,,,,,,,,,,,--,(7),18,+3 ans,,Jouable en solo,CD PlayStation Store,
9647,Undead Knights,PSP,2009.0,Action,Ubisoft Annecy,0.05,0.01,0.06,0.01,0.12,,,,,,,,,,,12,(20),13.7,+18 ans,2 à 4 joueurs,,UMD,Voix en anglais Textes en anglais
9648,Final Fantasy XIV: Heavensward,PS4,2015.0,Action,Square Enix,0.0,0.05,0.06,0.01,0.12,,,,,,,,,,,17,(9),18.2,+18 ans,,Multi en ligne Multi en coopératif Multi en compétitif,PlayStation Store,Voix en français Textes en français
9649,Lemony Snicket's A Series of Unfortunate Events,XB,2004.0,Platform,Activision,0.09,0.03,0.0,0.0,0.12,,,,,,,,,,,15,(3),17.3,+3 ans,,Jouable en solo,CD DVD Nintendo Game Disc Cartouche,Voix en français Textes en français
9650,MotoGP 3 - Official Game of MotoGP,PS2,2003.0,Racing,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,Namco,,,,MotoGP,Multijoueur,,,,,no_data,no_data,no_data,,,,,
9651,Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005.0,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12,,,,,,,,,,,16,(5),15.6,+12 ans,Non,Jouable en solo,CD,Voix en anglais Textes en anglais
9652,The Ant Bully,GC,2006.0,Platform,Midway Games,0.09,0.02,0.0,0.0,0.12,,,,,,,,,,,13,(1),14,+3 ans,,Jouable en solo,DVD Nintendo Game Disc Cartouche,Voix en français Textes en français
9653,M&M's Kart Racing,DS,2008.0,Racing,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9654,Bomberman Party Edition,PS,1998.0,Puzzle,Virgin Interactive,0.07,0.05,0.0,0.01,0.12,,,,,,,,,,,--,(2),14,,1 à 5 joueurs,,CD,
9655,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,Grounding,,,,,,,,,,no_data,no_data,no_data,,,,,
9656,Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.02,0.12,,,,,,,,,,,10,(71),14.1,+12 ans,,Jouable en solo Multi en local Multi en ligne Multi en coopératif Multi en compétitif,DVD Blu-Ray New Game Media,Textes en français Voix en japonais
9657,Eyeshield 21: Max Devil Power,DS,2006.0,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12,,,,,"Eyeshield 21 - Max Devil Power · Genre: Sport , Action · Nb de joueurs: · Plateforme: Nintendo DS - ...",,,,,,--,(13),17.5,,1 à 2 joueurs,,Cartouche,Voix en japonais Textes en japonais
9658,Summon Night 3,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,--,no_data,no_data,,,,,
9659,O.D.T.: Escape... Or Die Trying,PS,1997.0,Adventure,Psygnosis,0.07,0.05,0.0,0.01,0.12,,,,,,,,,,,16,(5),16.4,+16 ans,,Jouable en solo,CD,Voix en français Textes en français
9660,Madden NFL 06,DS,2005.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,14,(3),16.3,+3 ans,jusqu'à 4 joueurs en Wireless,,Cartouche,
9661,Escape The Museum,Wii,2009.0,Adventure,Majesco Entertainment,0.11,0.01,0.0,0.01,0.12,Gogii Games,,,,,,,,,,--,no_data,no_data,,,,DVD,
9662,Fuse (Insomniac),PS3,2013.0,Shooter,Electronic Arts,0.06,0.04,0.0,0.02,0.12,Insomniac Games. Éditeur : Electronic Arts. Genre : TPS. Date : 31 mai 2013. Lien vers la fiche de jeu : ICI.,,,,,,,,,,12,(15),15.3,,jusqu'à quatre joueurs,,,
9663,Record of Agarest War Zero,PS3,,Strategy,Ghostlight,0.09,0.0,0.03,0.01,0.12,,,,,,,,,,,13,(12),16.9,+12 ans,non,Jouable en solo,Blu-Ray,Textes en anglais Voix en japonais
9664,Lunar: Dragon Song,DS,2005.0,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,--,(3),10.3,+3 ans,2 joueurs,,,
9665,Break 'Em All,DS,2005.0,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12,Warashi,,,,,Multijoueur,,,,,--,(2),15,+3 ans,,Jouable en solo Multi en ligne,Xbox Live Arcade PlayStation Store,
9666,WWE SmackDown vs Raw 2008,DS,2007.0,Fighting,THQ,0.11,0.01,0.0,0.01,0.12,,,,,,,,,,,10,(16),12.1,+16 ans,2 joueurs en multi-cartes,,Cartouche,
9667,MotoGP 14,PS3,2014.0,Racing,Milestone S.r.l.,0.04,0.06,0.0,0.02,0.12,,,,,,,,,,,--,(6),18.5,+3 ans,,Jouable en solo Multi en ligne,Blu-Ray,Voix en français Textes en français
9668,Cars 2,PSP,2011.0,Racing,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.12,,,,,Films d'animation Pixar,,,,,,9,(16),5.6,+3 ans,jusqu'à quatre en ad hoc,,,
9669,Major League Baseball 2K8 Fantasy All-Stars,DS,2008.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,--,(0),--,,,,Cartouche,
9670,Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,,Strategy,,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9671,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007.0,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9672,San Goku Shi V,SAT,1996.0,Strategy,Tecmo Koei,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9673,Puzzle Kingdoms,Wii,2009.0,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,--,(2),10.5,+3 ans,,,DVD,
9674,The Lord of the Rings: Aragorn's Quest,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.1,0.02,0.0,0.01,0.12,,,,,,,,,,,9,(16),13.5,+12 ans,Non,Jouable en solo,,
9675,WRC 5: FIA World Rally Championship,PS3,2015.0,Sports,Bigben Interactive,0.02,0.09,0.0,0.02,0.12,,,"Allemand, Anglais, Français, Italien, ...",,,,,,,,no_data,no_data,no_data,,,,,
9676,Red Faction II,XB,2003.0,Shooter,THQ,0.09,0.03,0.0,0.0,0.12,,,,,,,,,,,11,(69),15.1,+16 ans,,,Nintendo Game Disc CD DVD PlayStation Store,Voix en français Textes en français
9677,Daikaijyuu Monogatari II,SNES,1996.0,Role-Playing,Hudson Soft,0.0,0.0,0.12,0.0,0.12,"AIM ; Date de sortie (Occident): - ; Date de sortie (Asie): 02/08/1996 ; Description courte. Suite du 1 ( vous aviez devinez ? ) , un peu ...",,,,,,,,,,no_data,no_data,no_data,,,,,
9678,Rock Band Track Pack Volume 2,PS2,2008.0,Misc,MTV Games,0.06,0.05,0.0,0.02,0.12,,,,,,,,,,,--,(1),16,+12 ans,,,DVD,
9679,Voodoo Vince,XB,2003.0,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12,,,,,,,,,,,15,(15),17.6,+12 ans,Non,Jouable en solo,DVD,Textes en français Voix en anglais
9680,Bodycount,PS3,2011.0,Shooter,Codemasters,0.05,0.06,0.0,0.02,0.12,,,,,,,,,,,8,(27),9.9,+16 ans,jusqu'à 12 joueurs en ligne,Multi en ligne,Blu-Ray,
9681,Gundam Memories: Tatakai no Kioku,PSP,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,--,(4),15,,,,UMD,
9682,Megamind: Ultimate Showdown,X360,2010.0,Action,THQ,0.07,0.04,0.0,0.01,0.12,,,,,,,,,,,12,(5),11.6,+7 ans,,,,
9683,Kaijuu Busters,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9684,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006.0,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9685,Ferrari Challenge Trofeo Pirelli,PS2,2008.0,Racing,System 3 Arcade Software,0.06,0.05,0.0,0.02,0.12,"Eutechnyx, Firebrand Games",,,,,,,,,,--,(7),10.7,+3 ans,,,,
9686,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995.0,Misc,Sega,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9687,Chase: Hollywood Stunt Driver,XB,2002.0,Racing,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,I-Imagine,,,,,Multijoueur,,,,,13,(4),13.8,+3 ans,2 à 4 joueurs,,DVD,Voix en anglais Textes en anglais
9688,The X Files: Resist or Serve,PS2,2004.0,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12,,,,,,,,,,,8,(13),14.1,+16 ans,Non,Jouable en solo,DVD,Voix en anglais Textes en anglais
9689,Mobile Suit Gundam Side Story: Missing Link,PS3,2014.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,--,(2),13,+7 ans,,,Blu-Ray,
9690,Saru! Get You! Million Monkeys,PS2,,Platform,Unknown,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9691,Curious George,PS2,2006.0,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12,,,,,,,,,,,10,(2),14,,,,,
9692,Crush3D,3DS,2012.0,Platform,Sega,0.07,0.04,0.0,0.01,0.12,,,,,,,,,,,13,(27),13.7,+3 ans,Non,Jouable en solo,Cartouche,
9693,Zathura,PS2,2005.0,Adventure,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,,,,,,,,,,,7,(4),7.5,+7 ans,Non,Jouable en solo,DVD,Textes en français Voix en anglais Voix en japonais
9694,Lovely Lisa,DS,2007.0,Simulation,DHM Interactive,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,--,no_data,no_data,+7 ans,,,,
9695,Medarot DS: Kabuto / Kuwagata Ver.,DS,2010.0,Role-Playing,Rocket Company,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9696,Mountain Sports,Wii,2009.0,Sports,Activision,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,15,(1),18,,,Jouable en solo,eShop Steam Windows Store PlayStation Store,Textes en français Textes en anglais Textes en japonais
9697,Tenchu: Shadow Assassins,PSP,2009.0,Action,Ubisoft,0.03,0.03,0.05,0.01,0.12,,,,,,,,,,,12,(32),14.2,+16 ans,Non,Jouable en solo,UMD,Textes en français Voix en anglais
9698,NPPL: Championship Paintball 2009,X360,2008.0,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12,,,,,,,,,,,12,(14),14.9,+3 ans,,Jouable en solo,Blu-Ray DVD,Textes en français Voix en anglais
9699,Lost Planet 3,X360,2013.0,Shooter,Capcom,0.07,0.04,0.01,0.01,0.12,,,,,,,,,,,13,(21),15,+18 ans,,Multi en ligne Multi en coopératif,Blu-Ray DVD,Voix en français Textes en français
9700,Making History: The Great War,PSP,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9701,Shin Megami Tensei: Devil Survivor 2,3DS,2015.0,Role-Playing,Atlus,0.0,0.03,0.09,0.0,0.12,,,,,,,,,,,--,no_data,no_data,+12 ans,,Jouable en solo,Cartouche,
9702,The God of War Trilogy,PS3,2010.0,Action,Sony Computer Entertainment,0.0,0.07,0.03,0.02,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9703,Dance Paradise,X360,2010.0,Misc,Mindscape,0.1,0.01,0.0,0.01,0.12,,,,,,,,,,,11,(4),9.5,+12 ans,2 joueurs,,,
9704,Backyard Baseball '10,DS,2009.0,Sports,Atari,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,--,(0),--,,1 à 2 joueurs,,Cartouche,
9705,Blazblue: Continuum Shift Extend,PSV,2011.0,Fighting,PQube,0.03,0.05,0.02,0.02,0.12,,,,,,,,,,,18,(31),16.6,+12 ans,,Multi en ligne,New Game Media UMD Blu-Ray DVD,Voix en anglais Textes en anglais Voix en japonais
9706,Cel Damage,XB,2001.0,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12,,,,,,,,,,,14,(10),18.2,+3 ans,,,Nintendo Game Disc PlayStation Store DVD,Voix en anglais Textes en anglais
9707,Go! Sudoku,PSP,2005.0,Puzzle,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,14,(11),18,+3 ans,1-2 joueurs,,UMD,Voix en français Textes en français
9708,Alice: Madness Returns,PC,2011.0,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,,,,18 ans et plus | de Electronic Arts.,,,,,,,16,(209),16.7,+12 ans,Non,Jouable en solo,DVD,Voix en français Textes en français
9709,SSX 3,GBA,2003.0,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12,,,,,,,,,,,10,(6),9.8,+3 ans,2 joueurs,,Cartouche,Textes en anglais
9710,My Chinese Coach,DS,2008.0,Misc,Ubisoft,0.11,0.01,0.0,0.01,0.12,,,,,,,,,,,--,(1),2,,,,,
9711,DiRT 2,DS,2009.0,Racing,Codemasters,0.06,0.04,0.0,0.01,0.12,,,,,,,,,,,12,(7),13.9,+3 ans,,,Cartouche,
9712,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9713,The King of Fighters Collection: The Orochi Saga,Wii,2008.0,Fighting,Ignition Entertainment,0.11,0.0,0.0,0.01,0.12,,,,ages_12_and_over · Editeur : Koch Media · Plate-forme : Sony PSP · Genre : Fighting Action ...,,,,,,,15,(7),17.3,+12 ans,2 joueurs,,DVD,Voix en anglais Textes en anglais
9714,Atelier Annie: Alchemists of Sera Island,DS,2009.0,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9715,Breakdown,XB,2004.0,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12,,,,,,,,,,,15,(20),15.6,+18 ans,Non,Jouable en solo,,
9716,Ecco the Dolphin,GEN,1992.0,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,19,(5),18,+3 ans,,Jouable en solo,,
9717,The Legend of Heroes: Trails of Cold Steel II,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.01,0.0,0.11,0.0,0.12,,,,,,,,,,,--,no_data,no_data,+12 ans,,Jouable en solo,,
9718,Looney Tunes: Sheep Raider,PS,2001.0,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9719,Yard Sale Hidden Treasures: Sunnyville,DS,2010.0,Puzzle,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,--,(0),--,,,,DsiWare,
9720,Harvest Moon 2 GBC,GB,1999.0,Simulation,Ubisoft,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,--,(0),--,+3 ans,,,Cartouche,
9721,Killer is Dead,X360,2013.0,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12,Grasshopper Manufacture Inc. Éditeur : Deep Silver,,,,,,,,,,14,(32),16,+18 ans,,Jouable en solo Multi en ligne,Online Blu-Ray DVD,Textes en français Voix en anglais Voix en japonais
9722,Lost in Shadow,Wii,2010.0,Platform,Konami Digital Entertainment,0.1,0.0,0.01,0.01,0.12,Hudson Soft,,,,,Solo,,,,,16,(43),16.4,+12 ans,non,Jouable en solo,DVD,
9723,X2: Wolverine's Revenge,GC,2003.0,Platform,Activision,0.09,0.02,0.0,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9724,McDROID,Wii,2011.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,"Elefantopia, Grip Games, Elefantopia LLC",,,,,Multijoueur,,,,,--,no_data,no_data,,,,,
9725,Gallop Racer 2000,PS,2000.0,Sports,Tecmo Koei,0.0,0.0,0.11,0.01,0.12,Tecmo,,,,Gallop Racer,,,,,,no_data,no_data,no_data,,,,,
9726,Showdown: Legends of Wrestling,XB,2004.0,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12,,,,,,,,,,,8,(3),13,+12 ans,,Multi sur le même écran,CD,Textes en anglais
9727,Macross Triangle Frontier,PSP,2011.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,--,(1),17,,,,UMD,
9728,Petz Fantasy: Moonlight Magic,DS,2010.0,Simulation,Ubisoft,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9729,Gundam Breaker 3,PSV,2016.0,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,7 ans et plus. 4.6 ...,,,,,,,--,(0),--,,,,,
9730,My Farm Around the World,DS,2008.0,Simulation,Atari,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,7,(1),13,+3 ans,non,Jouable en solo,,
9731,Fat Princess: Fistful of Cake,PSP,2010.0,Action,Sony Computer Entertainment,0.08,0.02,0.0,0.02,0.12,,,,,,,,,,,15,(33),17,+12 ans,jusqu'à 8 joueurs en ligne ou en mode ad hoc,Multi en ligne,UMD,
9732,Zubo,DS,2008.0,Misc,Electronic Arts,0.09,0.03,0.0,0.01,0.12,,,,,,,,,,,14,(13),15.6,+7 ans,2 joueurs en réseau local,,,
9733,Street Hoops,GC,,Sports,Unknown,0.09,0.02,0.0,0.0,0.12,,,,,,,,,,,14,(10),14.8,+3 ans,,,DVD Nintendo Game Disc,Voix en anglais Textes en anglais
9734,NFL QB Club 2001,N64,2000.0,Sports,Acclaim Entertainment,0.11,0.01,0.0,0.0,0.12,,,,,,,,,,,--,no_data,no_data,+3 ans,,,Cartouche,
9735,Earthworm Jim 3D,N64,1999.0,Platform,Interplay,0.1,0.02,0.0,0.0,0.12,,,,,,,,,,,11,(13),10.8,,Non,Jouable en solo,Cartouche,Textes en français Voix en anglais
9736,Rocket: Robot on Wheels,N64,1999.0,Platform,Ubisoft,0.1,0.02,0.0,0.0,0.12,,,,,,,,,,,--,(4),15.5,+3 ans,Non,Jouable en solo,Cartouche,
9737,Densha De Go! 64,N64,1999.0,Simulation,Taito,0.0,0.0,0.05,0.07,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9738,Godzilla: Destroy All Monsters Melee,XB,,Fighting,Unknown,0.09,0.03,0.0,0.0,0.12,,,,,,,,,,,7,(34),11.8,+3 ans,,,Nintendo Game Disc DVD,Voix en français Textes en français
9739,The Daring Game for Girls,DS,,Adventure,Unknown,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,--,(0),--,,,,Cartouche,
9740,Conception II: Children of the Seven Stars,3DS,2013.0,Role-Playing,Screenlife,0.09,0.0,0.03,0.01,0.12,,,,,,,,,,,--,(1),14,+18 ans,,,Cartouche,
9741,Animal Genius,DS,2007.0,Puzzle,Ubisoft,0.11,0.0,0.0,0.01,0.12,"Big Blue Bubble, LeapFrog Enterprises",,,,,,,,,,6,(1),6,+3 ans,non,Jouable en solo,,
9742,Sega Soccer Slam,PS2,2002.0,Sports,Sega,0.06,0.05,0.0,0.02,0.12,,,,3 ans et plus | de Séga.,,,,,,,12,(17),14.1,+3 ans,2 à 4 joueurs,,CD,Voix en anglais Textes en anglais
9743,Zenses: Rainforest,DS,2008.0,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12,,,,,,,,,,,11,(3),8.7,+3 ans,non,Jouable en solo,,
9744,Dora the Explorer: Dora Saves the Mermaids,PS2,2008.0,Platform,Take-Two Interactive,0.06,0.05,0.0,0.02,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9745,Grand Theft Auto: San Andreas,X360,2008.0,Action,Take-Two Interactive,0.08,0.03,0.0,0.01,0.12,Rockstar North,,,,,,,,,,14,(50),9.8,,,,,
9746,Phantasy Star Universe,X360,2006.0,Role-Playing,Sega,0.09,0.02,0.0,0.01,0.12,,,,,,,,,,,8,(28),14.3,+12 ans,,Multi en ligne,DVD,Textes en français Voix en anglais
9747,Skate City Heroes,Wii,2008.0,Sports,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,--,no_data,no_data,,,,DVD,
9748,NASCAR Unleashed,X360,2011.0,Racing,Activision,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,--,(0),--,+3 ans,,,Blu-Ray DVD Cartouche,
9749,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005.0,Racing,THQ,0.09,0.03,0.0,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9750,College Hoops 2K6,X360,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,Visual Concepts,,,,,,,,,,--,(0),--,,,,DVD CD,Voix en anglais Textes en anglais
9751,Mytran Wars,PSP,2009.0,Strategy,Deep Silver,0.08,0.02,0.0,0.02,0.12,,,,,,,,,,,15,(16),16,+12 ans,2 joueurs en réseau local ou hot-seat,,UMD,Textes en français Voix en anglais
9752,MX vs. ATV Untamed,DS,2007.0,Racing,THQ,0.11,0.0,0.0,0.01,0.12,Rainbow Studios · Editeur: THQ · En local: 1-4 · Online ...,,,,,,,,,,8,(3),14.3,+3 ans,Jusqu'à 4 joueurs,,Cartouche,Voix en français Textes en français
9753,Prince of Persia: Rival Swords,PSP,2007.0,Action,Ubisoft,0.08,0.02,0.0,0.02,0.12,,,,,,,,,,,14,(59),15.4,+16 ans,1-2 joueurs,,,
9754,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011.0,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9755,Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011.0,Role-Playing,Atlus,0.07,0.0,0.04,0.01,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9756,Dodge Racing: Charger vs Challenger,Wii,2009.0,Racing,Zushi Games,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,3,(1),1,+3 ans,2 joueurs,,DVD,Textes en français
9757,Fate/Extra CCC,PSP,2013.0,Action,Marvelous Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,--,(4),16.8,,,,UMD,
9758,Rocksmith,PC,,Misc,Unknown,0.06,0.04,0.0,0.01,0.12,,,,,,,,,,,15,(29),16.9,+16 ans,,,DVD,
9759,MTV Sports: Pure Ride,PS,2000.0,Sports,THQ,0.07,0.05,0.0,0.01,0.12,,,,,,,,,,,13,(6),10.2,+3 ans,2 joueurs,,CD,Voix en anglais Textes en anglais
9760,Sonic Adventure 2,DC,2001.0,Platform,Sega,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,16,(6),18.5,+3 ans,,Multi en compétitif,GDROM Online Nintendo Game Disc PlayStation Store Xbox Live Arcade,Voix en français Textes en français Voix en anglais
9761,Burning Road,PS,1996.0,Racing,FunSoft,0.07,0.05,0.0,0.01,0.12,,,,,,,,,,,--,(1),14,+3 ans,2 joueurs en LAN,Multi en local,CD,
9762,Slayers,SNES,1994.0,Role-Playing,Banpresto,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,--,(1),15,,Non,Jouable en solo,Cartouche,
9763,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,,,,7+ ...,,,,,,,no_data,no_data,no_data,,,,,
9764,IndyCar Series,PS2,2003.0,Racing,Codemasters,0.06,0.05,0.0,0.02,0.12,,,,,,,,,,,11,(10),14.4,+3 ans,4 joueurs en splitté,Multi sur le même écran,DVD,Voix en français Textes en français
9765,Space Chimps,PS2,2008.0,Platform,Brash Entertainment,0.06,0.05,0.0,0.02,0.12,,,,,,,,,,,4,(1),1,+7 ans,2 joueurs,,DVD,Voix en français Textes en français
9766,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005.0,Misc,Vivendi Games,0.09,0.03,0.0,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9767,Famicom Mini: TwinBee,GBA,2004.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9768,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005.0,Misc,Atari,0.11,0.0,0.0,0.01,0.12,,,,,,,,,,,no_data,no_data,no_data,,,,,
9769,Gladiator: Sword of Vengeance,PS2,2003.0,Action,Acclaim Entertainment,0.06,0.05,0.0,0.02,0.12,,,,,,,,,,,11,(6),13,+16 ans,non,Jouable en solo,,
