,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,description_JVC,Classification_Age_JVC,max_joueurs_JVC,Mode_JVC,Support_JVC,Langue_JVC
850,2928,Ape Escape: On the Loose,PSP,2005.0,Platform,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7,,,,,,,,,
851,2929,NASCAR 2001,PS2,2000.0,Racing,Electronic Arts,0.34,0.27,0.0,0.09,0.7,,,,,,,,,
852,2930,IL-2 Sturmovik: Birds of Prey,PS3,2009.0,Simulation,505 Games,0.34,0.26,0.0,0.1,0.7,,,,,,,,,
853,2931,Book of Spells,PS3,2012.0,Action,Sony Computer Entertainment,0.13,0.4,0.0,0.16,0.7,,,,,,,,,
854,2932,NCAA Football 2001,PS,2000.0,Sports,Electronic Arts,0.39,0.26,0.0,0.05,0.7,,,,,,,,,
855,2933,Mafia,PS2,2004.0,Action,Illusion Softworks,0.34,0.27,0.0,0.09,0.7,,,,,,,,,
856,2934,Mobile Suit Gundam: Journey to Jaburo,PS2,2000.0,Simulation,Namco Bandai Games,0.16,0.13,0.36,0.04,0.7,,,,,,,,,
857,2935,Metal Gear Solid V: The Phantom Pain,PS3,2015.0,Action,Konami Digital Entertainment,0.21,0.18,0.22,0.08,0.7,,,,,,,,,
858,2936,TimeSplitters 2,PS2,2002.0,Shooter,Eidos Interactive,0.34,0.27,0.0,0.09,0.7,,,,,,,,,
859,2937,MotionSports,X360,2010.0,Sports,Ubisoft,0.38,0.26,0.0,0.06,0.7,,,,,,,,,
860,2938,MLB 08: The Show,PS3,2008.0,Sports,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7,,,,,,,,,
861,2939,Classic NES Series: Zelda II: The Adventure of Link,GBA,2004.0,Adventure,Nintendo,0.37,0.14,0.17,0.01,0.7,,,,,,,,,
862,2940,Fire Emblem: Monsh? no Nazo,SNES,1994.0,Role-Playing,Nintendo,0.0,0.0,0.7,0.0,0.7,,,,,,,,,
863,2941,Disney's Chicken Little,GBA,2005.0,Platform,Disney Interactive Studios,0.5,0.18,0.0,0.01,0.7,,,,,,,,,
864,2942,King Kong,2600,1981.0,Action,Tigervision,0.65,0.04,0.0,0.01,0.69,,,,,,,,,
865,2943,WWE 2K15,X360,2014.0,Sports,Take-Two Interactive,0.38,0.26,0.0,0.06,0.69,,,,,,,,,
866,2944,The LEGO Movie Videogame,3DS,2014.0,Action,Warner Bros. Interactive Entertainment,0.28,0.31,0.05,0.05,0.69,,,,,,,,,
867,2945,X-Men Origins: Wolverine - Uncaged Edition,X360,2009.0,Action,Activision,0.42,0.21,0.0,0.06,0.69,,,,,,,,,
868,2946,Metal Gear Solid: Portable Ops Plus,PSP,2007.0,Action,Konami Digital Entertainment,0.26,0.01,0.26,0.17,0.69,,,,,,,,,
869,2947,Disney Tangled,Wii,2010.0,Action,Disney Interactive Studios,0.47,0.17,0.0,0.05,0.69,,,,,,,,,
870,2948,Shrek the Third,X360,2007.0,Action,Activision,0.54,0.1,0.0,0.06,0.69,,,,,,,,,
871,2949,Test Drive Unlimited 2,X360,,Racing,Atari,0.3,0.32,0.0,0.07,0.69,,,,,,,,,
872,2950,Moto Racer 2,PS,1997.0,Racing,Electronic Arts,0.39,0.26,0.0,0.05,0.69,,,,,,,,,
873,2951,Halo 2 Multiplayer Map Pack,XB,2005.0,Shooter,Microsoft Game Studios,0.54,0.13,0.0,0.02,0.69,,,,,,,,,
874,2952,Minecraft: Story Mode,PS3,2015.0,Adventure,Mojang,0.25,0.33,0.0,0.11,0.69,,,,,,,,,
875,2953,Mortal Kombat: Shaolin Monks,PS2,2005.0,Action,Midway Games,0.58,0.02,0.0,0.09,0.69,,,,,,,,,
876,2954,MX vs. ATV Unleashed: On the Edge,PSP,2006.0,Racing,THQ,0.64,0.0,0.0,0.05,0.69,,,,,,,,,
877,2955,Skylanders: Trap Team,PS3,2014.0,Action,Activision,0.24,0.33,0.0,0.12,0.69,,,,,,,,,
878,2956,Mario Pinball Land,GBA,2004.0,Misc,Nintendo,0.5,0.18,0.0,0.01,0.69,,,,,,,,,
879,2957,Mappy,NES,1984.0,Platform,Namco Bandai Games,0.0,0.0,0.69,0.0,0.69,,,,,,,,,
880,2958,J-League Soccer: Prime Goal,SNES,1993.0,Sports,Namco Bandai Games,0.0,0.0,0.69,0.0,0.69,,,,,,,,,
881,2959,Dragon Ball Z: Budokai,GC,2003.0,Fighting,Atari,0.53,0.14,0.0,0.02,0.69,,,,,,,,,
882,2960,NFL Xtreme,PS,1998.0,Sports,Sony Computer Entertainment,0.38,0.26,0.0,0.05,0.69,,,,,,,,,
883,2961,The Sly Collection,PS3,2010.0,Platform,Sony Computer Entertainment,0.52,0.09,0.01,0.07,0.69,,,,,,,,,
884,2962,One Piece: Pirate Warriors 2,PS3,2013.0,Action,Namco Bandai Games,0.0,0.2,0.42,0.07,0.69,,,,,,,,,
885,2963,Assassin's Creed IV: Black Flag,PC,2013.0,Action,Ubisoft,0.22,0.38,0.0,0.1,0.69,,,,,,,,,
886,2964,Harry Potter and the Chamber of Secrets,GC,2002.0,Action,Electronic Arts,0.53,0.14,0.0,0.02,0.69,,,,,,,,,
887,2965,Need for Speed: Shift 2 Unleashed,PS3,2011.0,Racing,Electronic Arts,0.2,0.36,0.0,0.13,0.69,,,,,,,,,
888,2966,The Lord of the Rings: The Return of the King,GC,2003.0,Action,Electronic Arts,0.53,0.14,0.0,0.02,0.69,,,,,,,,,
889,2967,Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015.0,Misc,Nintendo,0.01,0.61,0.02,0.04,0.69,,,,,,,,,
890,2968,MX vs. ATV Untamed,X360,2007.0,Racing,THQ,0.55,0.08,0.0,0.06,0.69,,,,,,,,,
891,2969,The Last Remnant,X360,2008.0,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.69,,,,,,,,,
892,2970,Frozen: Olaf's Quest,DS,2013.0,Platform,Disney Interactive Studios,0.28,0.35,0.0,0.06,0.69,,,,,,,,,
893,2971,The Sims: Medieval,PC,2011.0,Simulation,Electronic Arts,0.27,0.32,0.0,0.1,0.69,,,,,,,,,
894,2972,Baldur's Gate: Dark Alliance II,PS2,2004.0,Role-Playing,Interplay,0.34,0.26,0.0,0.09,0.68,,,,,,,,,
895,2973,Shark Tale,GBA,2004.0,Action,Activision,0.49,0.18,0.0,0.01,0.68,,,,,,,,,
896,2974,Plants vs. Zombies: Garden Warfare,XOne,2014.0,Shooter,Electronic Arts,0.39,0.23,0.0,0.06,0.68,,,,,,,,,
897,2975,Kirby's Dream Collection: Special Edition,Wii,2012.0,Action,Nintendo,0.34,0.0,0.33,0.02,0.68,,,,,,,,,
898,2976,Bakugan: Battle Brawlers,Wii,2009.0,Action,Activision,0.6,0.03,0.0,0.05,0.68,,,,,,,,,
899,2977,Star Wars: Masters of Teras Kasi,PS,1997.0,Action,LucasArts,0.38,0.26,0.0,0.04,0.68,,,,,,,,,
900,2978,The Last Story,Wii,2011.0,Role-Playing,Nintendo,0.32,0.13,0.18,0.04,0.68,,,,,,,,,
901,2979,NBA Street Vol. 2,XB,2003.0,Sports,Electronic Arts,0.62,0.04,0.0,0.02,0.68,,,,,,,,,
902,2980,Iron Man,PS3,2008.0,Action,Sega,0.32,0.25,0.0,0.11,0.68,,,,,,,,,
903,2981,Disney Infinity 3.0,PS4,2015.0,Action,Disney Interactive Studios,0.21,0.36,0.0,0.11,0.68,,,,,,,,,
904,2982,Spider-Man 3,PS3,2007.0,Platform,Activision,0.26,0.29,0.02,0.12,0.68,,,,,,,,,
905,2983,NCAA Football 2005,XB,2004.0,Sports,Electronic Arts,0.63,0.02,0.0,0.03,0.68,,,,,,,,,
906,2984,Mortal Kombat Mythologies: Sub-Zero,PS,1997.0,Fighting,GT Interactive,0.38,0.26,0.0,0.04,0.68,,,,,,,,,
907,2985,Rayman Legends,WiiU,2013.0,Platform,Ubisoft,0.26,0.33,0.03,0.06,0.68,,,,,,,,,
908,2986,Naruto: Clash of Ninja,GC,2003.0,Fighting,Tomy Corporation,0.53,0.14,0.0,0.02,0.68,,,,,,,,,
909,2987,Prince of Persia: The Two Thrones,PS2,2005.0,Action,Ubisoft,0.57,0.02,0.0,0.09,0.68,,,,,,,,,
910,2988,Hot Shots Golf: Open Tee 2,PSP,2007.0,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68,,,,,,,,,
911,2989,Metro: Last Light,PS4,2014.0,Action,Deep Silver,0.22,0.3,0.04,0.12,0.68,,,,,,,,,
912,2990,Fossil Fighters: Champions,DS,2010.0,Role-Playing,Nintendo,0.32,0.0,0.34,0.02,0.68,,,,,,,,,
913,2991,Mercenaries: Playground of Destruction,XB,2005.0,Action,LucasArts,0.54,0.11,0.0,0.03,0.68,,,,,,,,,
914,2992,Sniper Elite 3,PS4,2014.0,Shooter,505 Games,0.22,0.33,0.0,0.13,0.68,,,,,,,,,
915,2993,Doom (2016),XOne,2016.0,Shooter,Bethesda Softworks,0.39,0.23,0.0,0.06,0.68,,,,,,,,,
916,2994,Bushido Blade 2,PS,1998.0,Fighting,SquareSoft,0.25,0.17,0.22,0.04,0.68,,,,,,,,,
917,2995,Suikoden II,PS,1998.0,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04,0.68,,,,,,,,,
918,2996,Need for Speed (2015),XOne,2015.0,Racing,Electronic Arts,0.3,0.33,0.0,0.06,0.68,,,,,,,,,
919,2997,Cars: Mater-National Championship,DS,2007.0,Racing,THQ,0.63,0.01,0.0,0.05,0.68,,,,,,,,,
920,2998,FIFA Soccer 06,XB,2005.0,Sports,Electronic Arts,0.29,0.38,0.0,0.01,0.68,,,,,,,,,
921,2999,Hidden Objects: Mystery Stories,DS,2009.0,Adventure,GSP,0.19,0.43,0.0,0.05,0.68,,,,,,,,,
922,3000,Red Steel,Wii,2006.0,Shooter,Ubisoft,0.55,0.04,0.04,0.05,0.68,,,,,,,,,
923,3001,Fight Night 2004,XB,2004.0,Fighting,Electronic Arts,0.51,0.15,0.0,0.02,0.68,,,,,,,,,
924,3002,Tourist Trophy: The Real Riding Simulator,PS2,2006.0,Racing,Sony Computer Entertainment,0.28,0.22,0.11,0.07,0.68,,,,,,,,,
925,3003,Mass Effect,PC,2008.0,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.09,0.68,,,,,,,,,
926,3004,.hack//Mutation Part 2,PS2,2002.0,Role-Playing,Atari,0.23,0.18,0.2,0.06,0.68,,,,,,,,,
927,3005,Country Dance,Wii,2011.0,Misc,Funbox Media,0.59,0.04,0.0,0.04,0.68,,,,,,,,,
928,3006,Turok,PS3,2008.0,Action,Touchstone,0.35,0.22,0.01,0.1,0.68,,,,,,,,,
929,3007,Midway Arcade Treasures 2,PS2,2004.0,Misc,Midway Games,0.33,0.26,0.0,0.09,0.68,,,,,,,,,
930,3008,100 Classic Books,DS,2008.0,Misc,Nintendo,0.13,0.52,0.0,0.02,0.67,,,,,,,,,
931,3009,Unreal Tournament III,PS3,2007.0,Shooter,Midway Games,0.33,0.24,0.0,0.11,0.67,,,,,,,,,
932,3010,Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007.0,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.67,,,,,,,,,
933,3011,Return to Castle Wolfenstein: Tides of War,XB,2003.0,Shooter,Activision,0.49,0.16,0.0,0.02,0.67,,,,,,,,,
934,3012,Need for Speed Rivals,XOne,2013.0,Racing,Electronic Arts,0.45,0.17,0.0,0.05,0.67,,,,,,,,,
935,3013,Lollipop Chainsaw,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.26,0.21,0.11,0.09,0.67,,,,,,,,,
936,3014,The Darkness,PS3,2007.0,Shooter,Take-Two Interactive,0.2,0.34,0.0,0.13,0.67,,,,,,,,,
937,3015,Street Sk8er,PS,1998.0,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.67,,,,,,,,,
938,3016,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010.0,Adventure,Disney Interactive Studios,0.4,0.22,0.0,0.06,0.67,,,,,,,,,
939,3017,Contra: Legacy of War,PS,1996.0,Shooter,Konami Digital Entertainment,0.37,0.25,0.0,0.04,0.67,,,,,,,,,
940,3018,Blazing Angels: Squadrons of WWII,PS3,2006.0,Simulation,Ubisoft,0.35,0.22,0.0,0.1,0.67,,,,,,,,,
941,3019,Fight Night Round 2004,XB,2004.0,Fighting,Electronic Arts,0.46,0.18,0.0,0.03,0.67,,,,,,,,,
942,3020,Wolfenstein: The New Order,XOne,2014.0,Shooter,Bethesda Softworks,0.33,0.28,0.0,0.06,0.67,,,,,,,,,
943,3021,The Biggest Loser: Challenge,Wii,2010.0,Sports,THQ,0.49,0.13,0.0,0.05,0.67,,,,,,,,,
944,3022,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,DS,2006.0,Misc,Rocket Company,0.0,0.0,0.67,0.0,0.67,,,,,,,,,
945,3023,Spice World,PS,1998.0,Action,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.67,,,,,,,,,
946,3024,Star Wars: Republic Commando,XB,2005.0,Shooter,Activision,0.48,0.17,0.0,0.02,0.67,,,,,,,,,
947,3025,Armored Core 3,PS2,2002.0,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67,,,,,,,,,
948,3026,Need For Speed: Undercover,Wii,2008.0,Racing,Electronic Arts,0.27,0.32,0.0,0.07,0.67,,,,,,,,,
949,3027,Taiko no Tatsujin Wii,Wii,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.67,0.0,0.67,,,,,,,,,
950,3028,The Witcher 3: Wild Hunt,PC,2015.0,Role-Playing,Namco Bandai Games,0.2,0.42,0.0,0.05,0.67,,,,,,,,,
951,3029,Virtua Tennis: World Tour (US & Others sales),PSP,2005.0,Sports,Sega,0.16,0.36,0.0,0.14,0.67,,,,,,,,,
952,3030,The LEGO Movie Videogame,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.67,,,,,,,,,
953,3031,Ratatouille,PSP,2007.0,Action,THQ,0.22,0.28,0.0,0.16,0.67,,,,,,,,,
954,3032,RIFT,PC,2011.0,Role-Playing,Unknown,0.44,0.16,0.0,0.07,0.67,,,,,,,,,
955,3033,Wild ARMs 2,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.19,0.13,0.31,0.04,0.67,,,,,,,,,
956,3034,Summer Sports: Paradise Island (Others sales),Wii,2008.0,Sports,Ubisoft,0.0,0.66,0.0,0.01,0.67,,,,,,,,,
957,3035,Castlevania: Lords of Shadow,X360,2010.0,Action,Konami Digital Entertainment,0.42,0.18,0.01,0.05,0.67,,,,,,,,,
958,3036,BioShock Infinite,PC,2013.0,Shooter,Take-Two Interactive,0.28,0.3,0.0,0.08,0.67,,,,,,,,,
959,3037,Minecraft: Story Mode,PS4,2015.0,Adventure,Mojang,0.23,0.33,0.0,0.11,0.67,,,,,,,,,
960,3038,TV Show King Party,Wii,2008.0,Puzzle,Ubisoft,0.18,0.41,0.0,0.08,0.67,,,,,,,,,
961,3039,Crafting Mama,DS,2010.0,Simulation,505 Games,0.4,0.21,0.01,0.05,0.67,,,,,,,,,
962,3040,007: Quantum of Solace,Wii,2008.0,Action,Activision,0.3,0.29,0.01,0.07,0.67,,,,,,,,,
963,3041,Rock Band 3,Wii,2010.0,Misc,MTV Games,0.56,0.06,0.0,0.05,0.67,,,,,,,,,
964,3042,Command & Conquer: Red Alert 3,PC,2008.0,Strategy,Electronic Arts,0.01,0.64,0.0,0.02,0.67,,,,,,,,,
965,3043,The Fairly Odd Parents: Breakin Da Rules,PS2,2003.0,Platform,THQ,0.33,0.25,0.0,0.09,0.67,,,,,,,,,
966,3044,WWE SmackDown vs. RAW 2007,PSP,2006.0,Fighting,THQ,0.33,0.2,0.0,0.14,0.67,,,,,,,,,
967,3045,Peppa Pig: Fun and Games,DS,2010.0,Misc,Ubisoft,0.0,0.58,0.0,0.09,0.67,,,,,,,,,
968,3046,Adventures of Tron,2600,1981.0,Action,Mattel Interactive,0.63,0.03,0.0,0.01,0.67,,,,,,,,,
969,3047,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007.0,Adventure,Capcom,0.33,0.05,0.25,0.04,0.67,,,,,,,,,
970,3048,NHL 13,X360,2012.0,Sports,Electronic Arts,0.51,0.11,0.0,0.05,0.67,,,,,,,,,
971,3049,Borderlands: The Pre-Sequel,PS3,2014.0,Shooter,Take-Two Interactive,0.25,0.26,0.05,0.11,0.67,,,,,,,,,
972,3050,The Sims 3: High-End Loft Stuff,PC,2010.0,Simulation,Electronic Arts,0.01,0.53,0.0,0.12,0.67,,,,,,,,,
973,3051,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",GBA,,Action,Disney Interactive Studios,0.48,0.18,0.0,0.01,0.67,,,,,,,,,
974,3052,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,2006.0,Misc,IE Institute,0.0,0.0,0.66,0.0,0.66,,,,,,,,,
975,3053,Pro Pinball: Big Race USA,PS,1999.0,Simulation,Take-Two Interactive,0.37,0.25,0.0,0.04,0.66,,,,,,,,,
976,3054,NFL Street,XB,2004.0,Sports,Electronic Arts,0.49,0.15,0.0,0.02,0.66,,,,,,,,,
977,3055,Shaun White Snowboarding,PS3,2008.0,Sports,Ubisoft,0.31,0.24,0.01,0.1,0.66,,,,,,,,,
978,3056,The LEGO Movie Videogame,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.35,0.23,0.03,0.06,0.66,,,,,,,,,
979,3057,Tony Hawk's Proving Ground,PS2,2007.0,Sports,Activision,0.55,0.02,0.0,0.09,0.66,,,,,,,,,
980,3058,MLB 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,0.66,,,,,,,,,
981,3059,Naruto Shippuden: Ultimate Ninja 4,PS2,2007.0,Fighting,Atari,0.26,0.01,0.13,0.26,0.66,,,,,,,,,
982,3060,Tiger Woods PGA Tour 2000,PS,1998.0,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.66,,,,,,,,,
983,3061,Darkstone,PS,2001.0,Role-Playing,Electronic Arts,0.37,0.25,0.0,0.04,0.66,,,,,,,,,
984,3062,NCAA March Madness 2003,PS2,2002.0,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66,,,,,,,,,
985,3063,Finding Nemo,XB,2003.0,Action,THQ,0.48,0.16,0.0,0.02,0.66,,,,,,,,,
986,3064,Thrillville,PS2,2006.0,Strategy,Atari,0.55,0.02,0.0,0.09,0.66,,,,,,,,,
987,3065,NHL 10,X360,2009.0,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66,,,,,,,,,
988,3066,Jikkyou World Soccer 2000 Final Edition,PS2,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.66,0.0,0.66,,,,,,,,,
989,3067,Madagascar,GC,2005.0,Platform,Activision,0.52,0.13,0.0,0.02,0.66,,,,,,,,,
990,3068,Puzzler Brain Games,Wii,2012.0,Puzzle,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,,,,,,,,,
991,3069,Dragon Quest Monsters: Caravan Heart,GBA,2003.0,Role-Playing,Enix Corporation,0.0,0.0,0.64,0.02,0.66,,,,,,,,,
992,3070,Strawberry Shortcake: Summertime Adventure,GBA,2004.0,Adventure,Majesco Entertainment,0.47,0.18,0.0,0.01,0.66,,,,,,,,,
993,3071,Rayman Legends,PS3,2013.0,Platform,Ubisoft,0.14,0.38,0.0,0.14,0.66,,,,,,,,,
994,3072,Rocksmith 2014,PC,2013.0,Misc,Ubisoft,0.35,0.24,0.0,0.07,0.66,,,,,,,,,
995,3073,Street Fighter Anniversary Collection,PS2,2004.0,Fighting,Capcom,0.32,0.25,0.0,0.08,0.66,,,,,,,,,
996,3074,Legend of Legaia,PS,1998.0,Role-Playing,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.66,,,,,,,,,
997,3075,Napoleon: Total War,PC,2010.0,Strategy,Sega,0.02,0.52,0.0,0.12,0.66,,,,,,,,,
998,3076,Fist of the North Star: Ken's Rage,PS3,2010.0,Action,Ubisoft Annecy,0.06,0.03,0.55,0.02,0.66,,,,,,,,,
999,3077,Wario: Master of Disguise,DS,2007.0,Platform,Nintendo,0.28,0.02,0.33,0.03,0.66,,,,,,,,,
1000,3078,Toy Story 3: The Video Game,PSP,2010.0,Action,Disney Interactive Studios,0.27,0.25,0.0,0.14,0.66,,,,,,,,,
1001,3079,The Sims: Bustin' Out,GC,2003.0,Simulation,Electronic Arts,0.43,0.2,0.0,0.03,0.66,,,,,,,,,
1002,3080,Tiger Woods PGA Tour 09,PS3,2008.0,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.66,,,,,,,,,
1003,3081,Keystone Kapers,2600,1982.0,Action,Activision,0.62,0.04,0.0,0.01,0.66,,,,,,,,,
1004,3082,LEGO Marvel Super Heroes,PSV,2013.0,Action,Warner Bros. Interactive Entertainment,0.15,0.35,0.0,0.16,0.66,,,,,,,,,
1005,3083,New Play Control! Pikmin,Wii,2008.0,Strategy,Nintendo,0.29,0.14,0.19,0.04,0.66,,,,,,,,,
1006,3084,Shrek: Hassle at the Castle,GBA,2002.0,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66,,,,,,,,,
1007,3085,Suikoden IV,PS2,2004.0,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,,,,,,,,,
1008,3086,Gods Eater Burst,PSP,2010.0,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,,,,,,,,,
1009,3087,Disney's Kim Possible 2: Drakken's Demise,GBA,2004.0,Platform,Disney Interactive Studios,0.47,0.17,0.0,0.01,0.66,,,,,,,,,
1010,3088,Um Jammer Lammy,PS,1998.0,Misc,Sony Computer Entertainment,0.12,0.08,0.41,0.04,0.66,,,,,,,,,
1011,3089,Brothers In Arms: Road to Hill 30,XB,2005.0,Shooter,Ubisoft,0.49,0.14,0.0,0.02,0.66,,,,,,,,,
1012,3090,Madden NFL 10,PSP,2009.0,Sports,Electronic Arts,0.5,0.08,0.0,0.08,0.66,,,,,,,,,
1013,3091,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007.0,Action,Activision,0.23,0.27,0.0,0.16,0.66,,,,,,,,,
1014,3092,Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,,,,,,,,,
1015,3093,F1 2015,PS4,2015.0,Racing,Codemasters,0.09,0.44,0.03,0.09,0.66,,,,,,,,,
1016,3094,Scene It? Box Office Smash,X360,2008.0,Misc,Microsoft Game Studios,0.33,0.25,0.0,0.07,0.66,,,,,,,,,
1017,3095,Animaniacs Ten Pin Alley,PS,1998.0,Sports,ASC Games,0.36,0.25,0.0,0.04,0.66,,,,,,,,,
1018,3096,Disney Infinity 2.0: Marvel Super Heroes,WiiU,2014.0,Action,Disney Interactive Studios,0.38,0.22,0.0,0.06,0.65,,,,,,,,,
1019,3097,NHL 13,PS3,2012.0,Sports,Electronic Arts,0.33,0.22,0.0,0.1,0.65,,,,,,,,,
1020,3098,Kung Fu Panda,PS2,2008.0,Action,Activision,0.24,0.0,0.0,0.41,0.65,,,,,,,,,
1021,3099,Tom Clancy's EndWar,PS3,2008.0,Strategy,Ubisoft,0.32,0.22,0.01,0.1,0.65,,,,,,,,,
1022,3100,The Evil Within,XOne,2014.0,Action,Bethesda Softworks,0.35,0.25,0.0,0.05,0.65,,,,,,,,,
1023,3101,Tiger Woods PGA Tour 09,X360,2008.0,Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65,,,,,,,,,
1024,3102,Radiata Stories,PS2,2005.0,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,,,,,,,,,
1025,3103,F-Zero GX,GC,2003.0,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65,,,,,,,,,
1026,3104,Disney's Chicken Little,PS2,2005.0,Platform,Disney Interactive Studios,0.32,0.25,0.0,0.08,0.65,,,,,,,,,
1027,3105,Wall-E,PSP,2008.0,Platform,THQ,0.29,0.22,0.0,0.14,0.65,,,,,,,,,
1028,3106,Yoshi Topsy-Turvy,GBA,2004.0,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,,,,,,,,,
1029,3107,Up,DS,2009.0,Action,THQ,0.31,0.28,0.0,0.07,0.65,,,,,,,,,
1030,3108,Monster Jam: Maximum Destruction,PS2,2002.0,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65,,,,,,,,,
1031,3109,Real Heroes: Firefighter,Wii,2009.0,Action,Rondomedia,0.56,0.04,0.0,0.05,0.65,,,,,,,,,
1032,3110,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005.0,Misc,THQ,0.47,0.17,0.0,0.01,0.65,,,,,,,,,
1033,3111,World of Dragon Warrior - Torneko: The Last Hope,PS,1999.0,Role-Playing,Enix Corporation,0.02,0.01,0.58,0.04,0.65,,,,,,,,,
1034,3112,Drawn to Life: The Next Chapter,DS,2009.0,Puzzle,THQ,0.45,0.14,0.0,0.06,0.65,,,,,,,,,
1035,3113,MLB 14: The Show,PS4,2014.0,Sports,Sony Computer Entertainment America,0.58,0.0,0.0,0.07,0.65,,,,,,,,,
1036,3114,Tiger Woods PGA Tour 10,X360,2009.0,Sports,Electronic Arts,0.39,0.2,0.0,0.06,0.65,,,,,,,,,
1037,3115,Advance Wars 2: Black Hole Rising,GBA,2003.0,Strategy,Nintendo,0.47,0.17,0.0,0.01,0.65,,,,,,,,,
0,2854,Catherine,PS3,2011.0,Adventure,Deep Silver,0.3,0.15,0.2,0.07,0.72,17,(145),16.8,"Editeur(s) / Développeur(s) Deep Silver Atlus
Sortie France 09 févr. 2012
Genre(s) Réflexion Aventure
Classification +18 ans
Mode(s) Multi en coopératif
Nombre maximum de joueurs deux joueurs en coopération en local
Web Site officiel
Support(s) Blu-Ray
Date de sortie (aux Etats-Unis) 26 juillet 2011
Date de sortie (au Japon) 17 février 2011",+18 ans,deux joueurs en coopération en local,Multi en coopératif,Blu-Ray,
1,2855,Fear Effect,PS,1998.0,Action,Eidos Interactive,0.4,0.27,0.0,0.05,0.72,17,(3),20,"Editeur(s) / Développeur(s) Eidos Interactive Sushee Square Enix Kronos
Sortie France févr. 2000
Genre(s) Action Aventure
Classification +16 ans
Mode(s) Jouable en solo
Modèle(s) économique(s) Payant à l'acquisition
Support(s) PlayStation Store CD
Langue de la version disponible en France Voix en français Textes en français",+16 ans,,Jouable en solo,PlayStation Store CD,Voix en français Textes en français
2,2856,FIFA Soccer 11,DS,2010.0,Sports,Electronic Arts,0.13,0.5,0.0,0.09,0.72,no_data,no_data,no_data,no_data,,,,,
3,2857,Crysis,PC,2007.0,Shooter,Electronic Arts,0.0,0.69,0.0,0.03,0.72,18,(959),17.2,"Editeur(s) / Développeur(s) Crytek Electronic Arts
Sortie France 16 nov. 2007
Genre(s) FPS
Thème(s) Contemporain
Classification +18 ans
Mode(s) Jouable en solo Multi en ligne
Nombre maximum de joueurs 32 joueurs
Web Site officiel
Modèle(s) économique(s) Payant à l'acquisition
Support(s) DVD
Langue de la version disponible en France Voix en français Textes en français
Configuration minimale PIV 2.8GHz, 1GO de RAM, carte 3D 256 Mo, 12 Go d'espace disque, Win XP/Vista
Configuration conseillée Core Duo, 2 GO de RAM, carte 3D type Geforce 8800 GTS",+18 ans,32 joueurs,Jouable en solo Multi en ligne,DVD,Voix en français Textes en français
